Order ID,Order Date,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-100833,2023-09-07,Customer 834,Home Office,India,Kolkata,Maharashtra,West,Technology,Tablets,Product 228,2687.05,4,0.4,-357.06
ORD-100834,2024-08-20,Customer 835,Corporate,India,Delhi,Tamil Nadu,South,Furniture,Tables,Product 282,1002.33,4,0.0,99.3
ORD-100835,2022-04-13,Customer 836,Home Office,India,Kochi,Tamil Nadu,South,Furniture,Bookcases,Product 351,1254.26,2,0.05,142.38
ORD-100836,2023-10-22,Customer 837,Home Office,India,Hyderabad,Telangana,South,Office Supplies,Pens,Product 3,278.13,7,0.05,12.77
ORD-100837,2025-04-24,Customer 838,Home Office,India,Pune,Gujarat,East,Furniture,Storage,Product 232,1046.96,6,0.0,67.56
ORD-100838,2023-11-19,Customer 839,Home Office,India,Ahmedabad,Kerala,North,Furniture,Bookcases,Product 100,1024.34,2,0.4,-60.29
ORD-100839,2023-02-22,Customer 840,Home Office,India,Ahmedabad,West Bengal,South,Furniture,Tables,Product 476,860.21,5,0.05,121.0
ORD-100840,2025-10-08,Customer 841,Corporate,India,Chennai,Maharashtra,North,Technology,Accessories,Product 122,1967.32,6,0.4,130.95
ORD-100841,2022-10-23,Customer 842,Corporate,India,Mumbai,Gujarat,North,Office Supplies,Pens,Product 94,405.05,5,0.05,90.9
ORD-100842,2023-06-01,Customer 843,Home Office,India,Hyderabad,Gujarat,East,Technology,Laptops,Product 231,2494.88,4,0.0,505.45
ORD-100843,2023-06-06,Customer 844,Home Office,India,Bengaluru,Tamil Nadu,West,Office Supplies,Pens,Product 35,174.18,9,0.0,15.06
ORD-100844,2025-05-30,Customer 845,Corporate,India,Pune,West Bengal,East,Technology,Tablets,Product 26,1672.14,3,0.3,185.38
ORD-100845,2023-11-17,Customer 846,Corporate,India,Kolkata,Telangana,South,Furniture,Tables,Product 199,1416.05,2,0.0,216.38
ORD-100846,2023-05-20,Customer 847,Home Office,India,Mumbai,Tamil Nadu,South,Technology,Laptops,Product 450,1470.9,9,0.4,44.93
ORD-100847,2025-07-29,Customer 848,Consumer,India,Hyderabad,Karnataka,South,Office Supplies,Paper,Product 285,447.0,8,0.1,81.2
ORD-100848,2025-11-17,Customer 849,Home Office,India,Bengaluru,Telangana,West,Furniture,Chairs,Product 429,463.92,9,0.0,86.96
ORD-100849,2022-02-24,Customer 850,Consumer,India,Delhi,Telangana,East,Furniture,Tables,Product 239,1638.98,10,0.2,141.22
ORD-100850,2023-10-10,Customer 851,Home Office,India,Delhi,West Bengal,East,Technology,Laptops,Product 117,2742.12,3,0.0,116.45
ORD-100851,2024-09-30,Customer 852,Consumer,India,Bengaluru,Kerala,North,Office Supplies,Paper,Product 149,689.11,1,0.0,152.75
ORD-100852,2023-09-20,Customer 853,Consumer,India,Jaipur,Kerala,West,Technology,Tablets,Product 452,3535.87,1,0.3,251.54
ORD-100853,2024-12-15,Customer 854,Home Office,India,Kochi,Kerala,North,Office Supplies,Pens,Product 356,569.98,3,0.1,32.32
ORD-100854,2024-08-08,Customer 855,Corporate,India,Hyderabad,Delhi,North,Technology,Accessories,Product 398,2456.97,4,0.1,183.74
ORD-100855,2024-01-25,Customer 856,Corporate,India,Kochi,West Bengal,East,Technology,Accessories,Product 198,1992.21,2,0.0,102.06
ORD-100856,2024-03-21,Customer 857,Corporate,India,Ahmedabad,Tamil Nadu,East,Technology,Laptops,Product 242,2814.25,8,0.0,142.63
ORD-100857,2022-02-25,Customer 858,Corporate,India,Delhi,Gujarat,East,Furniture,Storage,Product 339,466.34,3,0.05,71.55
ORD-100858,2022-06-13,Customer 859,Home Office,India,Ahmedabad,Gujarat,West,Furniture,Chairs,Product 189,727.27,4,0.1,27.63
ORD-100859,2023-05-04,Customer 860,Consumer,India,Mumbai,Uttar Pradesh,East,Technology,Tablets,Product 394,5049.41,6,0.2,526.62
ORD-100860,2022-01-08,Customer 861,Corporate,India,Bengaluru,Karnataka,East,Office Supplies,Labels,Product 135,101.02,10,0.1,18.53
ORD-100861,2023-09-04,Customer 862,Home Office,India,Delhi,Maharashtra,South,Furniture,Bookcases,Product 318,1186.79,6,0.3,37.12
ORD-100862,2022-05-27,Customer 863,Home Office,India,Ahmedabad,Rajasthan,North,Furniture,Chairs,Product 251,2785.26,2,0.0,333.71
ORD-100863,2025-11-30,Customer 864,Corporate,India,Chennai,Gujarat,South,Furniture,Storage,Product 474,1223.54,6,0.0,133.03
ORD-100864,2022-03-07,Customer 865,Corporate,India,Jaipur,Kerala,West,Furniture,Chairs,Product 301,999.11,4,0.0,59.35
ORD-100865,2022-05-19,Customer 866,Corporate,India,Ahmedabad,Tamil Nadu,North,Furniture,Tables,Product 416,1414.09,5,0.2,-47.18
ORD-100866,2022-07-14,Customer 867,Corporate,India,Mumbai,Kerala,South,Technology,Accessories,Product 245,1430.84,7,0.2,48.33
ORD-100867,2022-10-16,Customer 868,Home Office,India,Kolkata,Karnataka,South,Technology,Phones,Product 180,1836.46,7,0.0,437.15
ORD-100868,2023-04-03,Customer 869,Home Office,India,Hyderabad,West Bengal,East,Office Supplies,Binders,Product 80,320.67,6,0.0,74.6
ORD-100869,2024-03-31,Customer 870,Consumer,India,Kochi,Maharashtra,East,Office Supplies,Binders,Product 409,1027.87,10,0.2,163.01
ORD-100870,2023-03-05,Customer 871,Consumer,India,Hyderabad,Tamil Nadu,East,Furniture,Tables,Product 472,3278.83,6,0.3,-10.95
ORD-100871,2022-07-14,Customer 872,Home Office,India,Hyderabad,Telangana,South,Technology,Tablets,Product 425,1650.51,6,0.2,217.06
ORD-100872,2022-10-22,Customer 873,Consumer,India,Ahmedabad,Tamil Nadu,South,Furniture,Storage,Product 472,527.9,4,0.0,78.22
ORD-100873,2025-12-15,Customer 874,Home Office,India,Ahmedabad,Kerala,East,Furniture,Bookcases,Product 301,924.84,3,0.1,33.66
ORD-100874,2023-09-02,Customer 875,Corporate,India,Bengaluru,Tamil Nadu,West,Technology,Accessories,Product 130,1597.11,1,0.2,87.08
ORD-100875,2022-02-19,Customer 876,Home Office,India,Ahmedabad,Delhi,West,Technology,Laptops,Product 4,2500.24,3,0.05,512.06
ORD-100876,2025-07-17,Customer 877,Corporate,India,Ahmedabad,Kerala,East,Office Supplies,Pens,Product 115,259.67,3,0.1,1.73
ORD-100877,2024-03-30,Customer 878,Corporate,India,Pune,Gujarat,South,Office Supplies,Labels,Product 474,303.28,9,0.05,19.6
ORD-100878,2023-01-13,Customer 879,Home Office,India,Mumbai,Maharashtra,South,Technology,Accessories,Product 266,2508.6,3,0.0,240.18
ORD-100879,2022-06-07,Customer 880,Home Office,India,Chennai,Rajasthan,East,Technology,Phones,Product 481,3313.74,8,0.4,-591.18
ORD-100880,2022-05-01,Customer 881,Corporate,India,Chennai,Telangana,North,Technology,Tablets,Product 484,1201.72,8,0.3,10.4
ORD-100881,2023-10-29,Customer 882,Consumer,India,Hyderabad,Gujarat,North,Office Supplies,Binders,Product 208,210.19,3,0.1,17.11
ORD-100882,2023-08-01,Customer 883,Home Office,India,Delhi,Kerala,North,Technology,Laptops,Product 103,15217.77,10,0.0,3612.17
ORD-100883,2022-04-11,Customer 884,Corporate,India,Hyderabad,Karnataka,West,Technology,Accessories,Product 149,2994.97,10,0.2,332.79
ORD-100884,2025-09-18,Customer 885,Consumer,India,Delhi,Tamil Nadu,West,Office Supplies,Labels,Product 389,420.34,6,0.05,93.53
ORD-100885,2025-08-11,Customer 886,Consumer,India,Pune,Delhi,South,Technology,Laptops,Product 301,3166.6,8,0.0,206.84
ORD-100886,2025-12-20,Customer 887,Corporate,India,Delhi,Uttar Pradesh,North,Office Supplies,Binders,Product 176,461.14,8,0.05,8.72
ORD-100887,2024-03-06,Customer 888,Home Office,India,Hyderabad,Gujarat,West,Technology,Tablets,Product 6,3162.74,10,0.1,110.7
ORD-100888,2025-01-12,Customer 889,Consumer,India,Pune,Telangana,North,Technology,Tablets,Product 282,1996.49,10,0.0,463.19
ORD-100889,2024-04-10,Customer 890,Consumer,India,Chennai,Delhi,East,Technology,Laptops,Product 147,1910.02,9,0.1,34.26
ORD-100890,2024-05-20,Customer 891,Consumer,India,Bengaluru,Kerala,East,Office Supplies,Pens,Product 178,464.42,9,0.0,74.43
ORD-100891,2022-02-24,Customer 892,Corporate,India,Jaipur,Kerala,North,Office Supplies,Pens,Product 427,195.16,8,0.3,-14.57
ORD-100892,2022-08-30,Customer 893,Consumer,India,Mumbai,Gujarat,North,Office Supplies,Pens,Product 79,1762.29,7,0.3,-165.52
ORD-100893,2022-05-26,Customer 894,Consumer,India,Mumbai,Uttar Pradesh,East,Furniture,Chairs,Product 279,704.95,10,0.2,-0.11
ORD-100894,2023-11-28,Customer 895,Corporate,India,Ahmedabad,Kerala,North,Office Supplies,Labels,Product 377,206.56,3,0.1,27.05
ORD-100895,2023-01-03,Customer 896,Consumer,India,Chennai,Gujarat,West,Technology,Laptops,Product 297,1567.41,7,0.05,99.24
ORD-100896,2025-04-11,Customer 897,Corporate,India,Pune,Maharashtra,East,Technology,Phones,Product 255,963.51,4,0.2,7.05
ORD-100897,2024-07-07,Customer 898,Consumer,India,Jaipur,Uttar Pradesh,East,Office Supplies,Pens,Product 467,483.47,2,0.4,5.39
ORD-100898,2024-11-20,Customer 899,Corporate,India,Mumbai,Maharashtra,South,Technology,Phones,Product 236,2814.64,8,0.0,501.06
ORD-100899,2025-11-17,Customer 900,Corporate,India,Pune,Uttar Pradesh,East,Technology,Laptops,Product 398,3437.46,2,0.1,321.16
ORD-100900,2024-03-13,Customer 901,Home Office,India,Pune,Uttar Pradesh,East,Technology,Laptops,Product 369,3056.78,1,0.05,634.94
ORD-100901,2025-12-03,Customer 902,Home Office,India,Hyderabad,Kerala,South,Technology,Tablets,Product 274,1475.69,5,0.05,171.04
ORD-100902,2023-11-10,Customer 903,Corporate,India,Pune,West Bengal,South,Technology,Accessories,Product 405,1858.97,10,0.1,44.71
ORD-100903,2022-09-18,Customer 904,Corporate,India,Hyderabad,Delhi,South,Furniture,Bookcases,Product 345,1694.67,9,0.4,-49.34
ORD-100904,2023-10-30,Customer 905,Consumer,India,Jaipur,Delhi,South,Furniture,Chairs,Product 67,414.7,5,0.05,47.63
ORD-100905,2025-06-23,Customer 906,Consumer,India,Hyderabad,Delhi,South,Office Supplies,Pens,Product 81,724.5,2,0.1,111.98
ORD-100906,2024-06-06,Customer 907,Home Office,India,Delhi,Tamil Nadu,North,Office Supplies,Paper,Product 271,193.9,10,0.4,1.92
ORD-100907,2025-12-20,Customer 908,Consumer,India,Kolkata,Delhi,South,Technology,Laptops,Product 14,6780.24,4,0.1,1173.05
ORD-100908,2024-03-20,Customer 909,Corporate,India,Chennai,Karnataka,East,Technology,Laptops,Product 227,1383.83,8,0.3,25.96
ORD-100909,2024-04-04,Customer 910,Corporate,India,Hyderabad,Delhi,East,Furniture,Tables,Product 164,1152.8,7,0.0,98.43
ORD-100910,2024-04-30,Customer 911,Corporate,India,Bengaluru,West Bengal,South,Furniture,Tables,Product 399,788.25,5,0.4,64.61
ORD-100911,2023-03-24,Customer 912,Consumer,India,Hyderabad,Gujarat,North,Technology,Laptops,Product 86,1195.19,4,0.0,144.67
ORD-100912,2022-08-05,Customer 913,Consumer,India,Delhi,Telangana,North,Furniture,Chairs,Product 384,5700.34,5,0.4,-119.87
ORD-100913,2024-04-10,Customer 914,Corporate,India,Chennai,Rajasthan,East,Furniture,Tables,Product 497,2395.53,7,0.0,593.61
ORD-100914,2023-06-14,Customer 915,Consumer,India,Mumbai,Gujarat,East,Furniture,Chairs,Product 333,474.92,5,0.1,64.48
ORD-100915,2022-04-27,Customer 916,Corporate,India,Pune,West Bengal,East,Furniture,Tables,Product 16,3455.97,8,0.05,412.31
ORD-100916,2022-08-27,Customer 917,Corporate,India,Jaipur,Rajasthan,North,Technology,Phones,Product 401,3909.44,7,0.1,554.65
ORD-100917,2024-07-29,Customer 918,Corporate,India,Kolkata,Kerala,North,Office Supplies,Paper,Product 465,416.47,7,0.05,25.28
ORD-100918,2025-07-23,Customer 919,Corporate,India,Kolkata,Karnataka,North,Office Supplies,Paper,Product 390,610.31,9,0.4,11.31
ORD-100919,2024-10-22,Customer 920,Home Office,India,Kochi,Maharashtra,North,Technology,Accessories,Product 37,1782.6,8,0.05,152.84
ORD-100920,2024-03-08,Customer 921,Consumer,India,Kochi,Kerala,West,Office Supplies,Paper,Product 412,1802.24,8,0.2,33.32
ORD-100921,2023-10-24,Customer 922,Corporate,India,Bengaluru,Tamil Nadu,West,Furniture,Chairs,Product 216,774.74,6,0.0,130.26
ORD-100922,2024-02-03,Customer 923,Corporate,India,Ahmedabad,Kerala,West,Office Supplies,Binders,Product 456,549.78,7,0.3,41.7
ORD-100923,2023-09-10,Customer 924,Corporate,India,Bengaluru,Rajasthan,North,Office Supplies,Paper,Product 152,378.54,8,0.1,54.8
ORD-100924,2023-01-10,Customer 925,Consumer,India,Hyderabad,Maharashtra,South,Furniture,Chairs,Product 452,512.16,5,0.4,8.16
ORD-100925,2022-10-17,Customer 926,Consumer,India,Bengaluru,Maharashtra,South,Technology,Tablets,Product 352,7480.89,10,0.1,177.16
ORD-100926,2025-02-22,Customer 927,Home Office,India,Mumbai,Tamil Nadu,West,Technology,Accessories,Product 116,835.08,2,0.0,170.14
ORD-100927,2022-06-12,Customer 928,Home Office,India,Delhi,Rajasthan,West,Furniture,Storage,Product 67,1499.97,7,0.05,133.39
ORD-100928,2024-06-12,Customer 929,Corporate,India,Delhi,Rajasthan,North,Furniture,Tables,Product 38,419.33,10,0.2,31.47
ORD-100929,2022-07-16,Customer 930,Home Office,India,Delhi,Kerala,West,Technology,Accessories,Product 314,1388.73,3,0.2,162.29
ORD-100930,2023-06-11,Customer 931,Consumer,India,Kochi,Telangana,North,Technology,Accessories,Product 216,2368.05,10,0.2,0.0
ORD-100931,2025-08-11,Customer 932,Corporate,India,Chennai,Rajasthan,North,Office Supplies,Labels,Product 347,292.52,8,0.0,48.62
ORD-100932,2022-01-12,Customer 933,Consumer,India,Kochi,Delhi,North,Office Supplies,Pens,Product 23,732.18,6,0.1,83.61
ORD-100933,2022-07-14,Customer 934,Home Office,India,Delhi,Rajasthan,North,Furniture,Storage,Product 469,1091.43,4,0.4,101.66
ORD-100934,2025-07-13,Customer 935,Corporate,India,Chennai,West Bengal,West,Technology,Phones,Product 276,3826.08,2,0.0,713.26
ORD-100935,2024-05-17,Customer 936,Corporate,India,Hyderabad,Rajasthan,South,Technology,Tablets,Product 67,4362.0,7,0.0,879.48
ORD-100936,2022-12-03,Customer 937,Corporate,India,Mumbai,Kerala,South,Technology,Accessories,Product 339,1229.25,1,0.2,3.91
ORD-100937,2022-10-03,Customer 938,Consumer,India,Bengaluru,Tamil Nadu,West,Office Supplies,Pens,Product 296,525.57,7,0.05,85.41
ORD-100938,2024-03-25,Customer 939,Consumer,India,Ahmedabad,Uttar Pradesh,North,Technology,Laptops,Product 484,2027.96,10,0.2,122.11
ORD-100939,2024-01-23,Customer 940,Home Office,India,Bengaluru,Delhi,West,Furniture,Tables,Product 126,1944.38,10,0.1,193.8
ORD-100940,2025-06-22,Customer 941,Consumer,India,Bengaluru,Maharashtra,West,Technology,Laptops,Product 1,1816.91,7,0.4,-153.68
ORD-100941,2024-11-17,Customer 942,Home Office,India,Mumbai,Delhi,West,Furniture,Tables,Product 405,1471.09,10,0.3,30.18
ORD-100942,2025-05-12,Customer 943,Corporate,India,Chennai,Delhi,South,Office Supplies,Pens,Product 50,426.83,3,0.2,-3.74
ORD-100943,2024-02-25,,Consumer,India,Mumbai,West Bengal,West,Office Supplies,Binders,Product 10,538.89,4,0.05,26.52
ORD-100944,2022-11-09,Customer 945,Consumer,India,Kochi,Karnataka,East,Technology,Tablets,Product 286,4184.75,4,0.05,107.02
ORD-100945,2022-12-31,Customer 946,Consumer,India,Kochi,Delhi,South,Technology,Phones,Product 285,2739.41,4,0.3,187.64
ORD-100946,2024-08-04,Customer 947,Consumer,India,Pune,Delhi,East,Technology,Accessories,Product 3,2839.43,9,0.1,526.04
ORD-100947,2024-11-26,Customer 948,Consumer,India,Kochi,West Bengal,East,Office Supplies,Binders,Product 236,799.99,6,0.3,25.12
ORD-100948,2024-08-29,Customer 949,Corporate,India,Ahmedabad,Tamil Nadu,North,Office Supplies,Pens,Product 140,452.43,10,0.1,68.65
ORD-100949,2025-11-16,Customer 950,Corporate,India,Kolkata,Delhi,East,Furniture,Tables,Product 93,1599.36,9,0.0,138.31
ORD-100950,2024-05-21,Customer 951,Corporate,India,Jaipur,Gujarat,North,Furniture,Bookcases,Product 453,642.11,4,0.05,71.27
ORD-100951,2023-09-09,Customer 952,Corporate,India,Chennai,Uttar Pradesh,West,Office Supplies,Binders,Product 212,1140.63,7,0.0,263.08
ORD-100952,2024-10-16,Customer 953,Home Office,India,Kolkata,Tamil Nadu,South,Technology,Phones,Product 44,294.89,10,0.3,19.35
ORD-100953,2025-06-20,Customer 954,Home Office,India,Hyderabad,Uttar Pradesh,South,Office Supplies,Binders,Product 77,472.46,9,0.2,-39.62
ORD-100954,2022-04-10,Customer 955,Home Office,India,Jaipur,Gujarat,West,Furniture,Storage,Product 3,2729.03,10,0.0,372.46
ORD-100955,2024-08-23,Customer 956,Home Office,India,Mumbai,Rajasthan,West,Furniture,Bookcases,Product 402,535.72,3,0.2,-24.34
ORD-100956,2022-02-13,Customer 957,Home Office,India,Delhi,Rajasthan,East,Furniture,Bookcases,Product 314,1685.77,3,0.3,24.29
ORD-100957,2022-03-06,Customer 958,Corporate,India,Kolkata,Karnataka,South,Technology,Tablets,Product 72,1156.37,6,0.2,74.7
ORD-100958,2025-04-16,Customer 959,Home Office,India,Kolkata,Delhi,South,Technology,Tablets,Product 423,1416.32,8,0.1,277.87
ORD-100959,2025-03-16,Customer 960,Corporate,India,Kolkata,Kerala,West,Office Supplies,Paper,Product 57,924.7,1,0.05,142.05
ORD-100960,2023-07-15,Customer 961,Corporate,India,Kolkata,Uttar Pradesh,West,Technology,Accessories,Product 253,2047.3,4,0.3,5.94
ORD-100961,2024-12-26,Customer 962,Consumer,India,Hyderabad,West Bengal,North,Furniture,Chairs,Product 143,346.47,8,0.1,39.83
ORD-100962,2024-09-22,Customer 963,Home Office,India,Jaipur,Uttar Pradesh,East,Technology,Accessories,Product 273,954.19,6,0.3,72.0
ORD-100963,2025-10-02,Customer 964,Home Office,India,Pune,Tamil Nadu,East,Furniture,Bookcases,Product 97,2450.6,2,0.3,-128.36
ORD-100964,2022-02-15,Customer 965,Corporate,India,Ahmedabad,Kerala,North,Technology,Phones,Product 272,2409.93,8,0.3,13.92
ORD-100965,2024-12-29,Customer 966,Corporate,India,Ahmedabad,Tamil Nadu,East,Furniture,Bookcases,Product 494,4049.74,1,0.4,-562.63
ORD-100966,2025-12-08,Customer 967,Consumer,India,Kochi,Kerala,East,Office Supplies,Pens,Product 42,1492.68,1,0.2,77.97
ORD-100967,2023-09-13,Customer 968,Consumer,India,Hyderabad,Karnataka,South,Technology,Phones,Product 244,1440.99,7,0.0,65.1
ORD-100968,2024-05-22,Customer 969,Corporate,India,Kolkata,Telangana,North,Furniture,Tables,Product 100,6615.85,10,0.0,1448.72
ORD-100969,2022-07-28,Customer 970,Corporate,India,Pune,Kerala,West,Furniture,Chairs,Product 64,1320.85,3,0.0,66.24
ORD-100970,2024-09-16,Customer 971,Corporate,India,Kolkata,Karnataka,East,Office Supplies,Pens,Product 120,267.43,8,0.0,23.3
ORD-100971,2025-05-15,Customer 972,Consumer,India,Kolkata,Rajasthan,West,Office Supplies,Labels,Product 4,331.21,9,0.0,36.45
ORD-100972,2023-01-16,Customer 973,Home Office,India,Pune,Karnataka,North,Office Supplies,Binders,Product 406,115.32,8,0.1,14.78
ORD-100973,2025-01-11,Customer 974,Consumer,India,Jaipur,Tamil Nadu,East,Technology,Tablets,Product 117,5115.88,1,0.0,978.19
ORD-100974,2022-10-13,Customer 975,Consumer,India,Ahmedabad,Uttar Pradesh,East,Technology,Laptops,Product 378,5075.28,1,0.1,136.04
ORD-100975,2024-05-21,Customer 976,Consumer,India,Bengaluru,Gujarat,North,Technology,Tablets,Product 326,930.26,6,0.3,-68.88
ORD-100976,2023-02-22,Customer 977,Corporate,India,Bengaluru,Kerala,North,Furniture,Tables,Product 463,1121.02,1,0.2,149.24
ORD-100977,2025-06-15,Customer 978,Consumer,India,Mumbai,Uttar Pradesh,North,Technology,Phones,Product 453,1915.41,8,0.4,-122.71
ORD-100978,2022-12-12,Customer 979,Home Office,India,Kolkata,Uttar Pradesh,North,Furniture,Tables,Product 120,696.38,6,0.0,149.46
ORD-100979,2023-01-01,Customer 980,Consumer,India,Pune,Uttar Pradesh,North,Furniture,Tables,Product 143,415.43,5,0.1,54.55
ORD-100980,2022-12-23,Customer 981,Home Office,India,Jaipur,Delhi,South,Technology,Laptops,Product 285,1569.97,6,0.05,262.4
ORD-100981,2022-03-02,Customer 982,Home Office,India,Kolkata,Kerala,North,Office Supplies,Pens,Product 115,405.82,4,0.1,26.19
ORD-100982,2023-01-19,Customer 983,Corporate,India,Jaipur,Uttar Pradesh,East,Technology,Tablets,Product 212,1398.39,1,0.1,174.94
ORD-100983,2025-04-01,Customer 984,Corporate,India,Mumbai,Delhi,East,Technology,Phones,Product 339,2080.38,7,0.0,435.07
ORD-100984,2023-08-01,Customer 985,Corporate,India,Hyderabad,Maharashtra,West,Office Supplies,Labels,Product 323,1266.23,10,0.0,96.42
ORD-100985,2022-01-13,Customer 986,Home Office,India,Delhi,Gujarat,West,Furniture,Storage,Product 482,1067.54,9,0.2,25.42
ORD-100986,2023-07-26,Customer 987,Corporate,India,Kolkata,Gujarat,East,Office Supplies,Paper,Product 188,558.58,4,0.2,79.27
ORD-100987,2025-02-04,Customer 988,Home Office,India,Bengaluru,Maharashtra,South,Furniture,Bookcases,Product 32,2085.13,4,0.1,195.17
ORD-100988,2022-12-29,Customer 989,Corporate,India,Kochi,Karnataka,West,Technology,Laptops,Product 222,2580.49,9,0.05,410.26
ORD-100989,2025-07-12,Customer 990,Corporate,India,Kolkata,Uttar Pradesh,West,Office Supplies,Pens,Product 33,335.37,4,0.1,24.87
ORD-100990,2025-02-05,Customer 991,Home Office,India,Delhi,Telangana,North,Office Supplies,Pens,Product 256,532.32,10,0.0,24.91
ORD-100991,2024-04-12,Customer 992,Corporate,India,Ahmedabad,Rajasthan,South,Office Supplies,Binders,Product 99,713.73,4,0.4,-138.69
ORD-100992,2023-04-13,Customer 993,Consumer,India,Kolkata,West Bengal,West,Technology,Tablets,Product 339,864.47,8,0.3,52.43
ORD-100993,2023-11-20,Customer 994,Consumer,India,Pune,Kerala,South,Furniture,Tables,Product 257,2955.49,4,0.0,704.45
ORD-100994,2024-04-16,Customer 995,Consumer,India,Jaipur,Rajasthan,East,Furniture,Chairs,Product 80,3296.62,9,0.0,278.13
ORD-100995,2022-09-25,Customer 996,Consumer,India,Hyderabad,West Bengal,East,Technology,Laptops,Product 65,1125.22,8,0.1,33.86
ORD-100996,2022-08-23,Customer 997,Home Office,India,Hyderabad,Uttar Pradesh,East,Office Supplies,Labels,Product 154,567.08,5,0.0,24.84
ORD-100997,2024-07-05,Customer 998,Corporate,India,Kochi,Telangana,East,Technology,Accessories,Product 427,2732.64,9,0.4,-157.51
ORD-100998,2022-08-03,Customer 999,Consumer,India,Hyderabad,Gujarat,East,Office Supplies,Pens,Product 27,350.71,8,0.2,11.38
ORD-100999,2023-04-01,Customer 1000,Home Office,India,Mumbai,Uttar Pradesh,South,Furniture,Tables,Product 442,1777.87,10,0.05,126.23
ORD-101000,2025-07-25,Customer 1001,Home Office,India,Bengaluru,Kerala,North,Technology,Phones,Product 310,2001.51,4,0.0,415.21
ORD-101001,2023-08-25,Customer 1002,Corporate,India,Kolkata,Tamil Nadu,East,Furniture,Storage,Product 46,500.68,4,0.3,48.75
ORD-101002,2022-12-05,Customer 1003,Consumer,India,Mumbai,Uttar Pradesh,North,Office Supplies,Pens,Product 281,673.89,1,0.1,16.46
ORD-101003,2024-04-04,Customer 1004,Consumer,India,Jaipur,Uttar Pradesh,South,Office Supplies,Binders,Product 19,244.57,4,0.2,19.34
ORD-101004,2023-12-20,Customer 1005,Home Office,India,Kochi,Maharashtra,East,Office Supplies,Paper,Product 137,920.66,8,0.05,125.83
ORD-101005,2025-04-03,Customer 1006,Home Office,India,Bengaluru,Karnataka,North,Office Supplies,Paper,Product 239,323.22,5,0.0,21.9
ORD-101006,2024-11-30,Customer 1007,Consumer,India,Kochi,Kerala,West,Office Supplies,Pens,Product 414,450.24,6,0.2,49.75
ORD-101007,2025-05-21,Customer 1008,Corporate,India,Bengaluru,Rajasthan,West,Office Supplies,Pens,Product 429,1219.98,4,0.1,33.07
ORD-101008,2022-04-25,Customer 1009,Home Office,India,Kolkata,Gujarat,North,Technology,Tablets,Product 183,2485.4,5,0.0,191.88
ORD-101009,2025-03-04,Customer 1010,Home Office,India,Mumbai,Gujarat,East,Furniture,Chairs,Product 139,644.49,10,0.0,45.98
ORD-101010,2025-09-30,Customer 1011,Corporate,India,Hyderabad,Delhi,South,Technology,Tablets,Product 221,930.62,8,0.1,181.37
ORD-101011,2022-02-02,Customer 1012,Corporate,India,Delhi,Rajasthan,East,Office Supplies,Paper,Product 419,338.68,9,0.2,43.23
ORD-101012,2023-05-30,Customer 1013,Home Office,India,Hyderabad,Telangana,West,Office Supplies,Paper,Product 401,646.21,3,0.05,68.61
ORD-101013,2025-10-07,Customer 1014,Home Office,India,Chennai,Maharashtra,South,Technology,Laptops,Product 485,2272.05,10,0.2,251.32
ORD-101014,2024-01-15,Customer 1015,Consumer,India,Chennai,West Bengal,South,Office Supplies,Pens,Product 314,289.05,4,0.0,24.67
ORD-101015,2024-07-20,Customer 1016,Home Office,India,Kochi,Uttar Pradesh,South,Office Supplies,Paper,Product 28,234.14,1,0.05,50.01
ORD-101016,2024-10-09,Customer 1017,Home Office,India,Mumbai,Rajasthan,North,Technology,Tablets,Product 238,2161.53,5,0.2,175.03
ORD-101017,2023-11-11,Customer 1018,Home Office,India,Jaipur,Maharashtra,East,Furniture,Bookcases,Product 98,1155.06,4,0.2,106.13
ORD-101018,2023-05-15,Customer 1019,Consumer,India,Pune,Uttar Pradesh,North,Office Supplies,Labels,Product 386,2032.05,6,0.05,369.64
ORD-101019,2025-07-26,Customer 1020,Corporate,India,Hyderabad,Gujarat,South,Technology,Accessories,Product 333,1843.34,6,0.0,323.33
ORD-101020,2022-10-29,Customer 1021,Corporate,India,Chennai,Uttar Pradesh,North,Office Supplies,Pens,Product 21,1625.99,10,0.0,367.95
ORD-101021,2024-04-18,Customer 1022,Corporate,India,Delhi,Gujarat,North,Technology,Phones,Product 170,841.17,6,0.3,65.62
ORD-101022,2024-04-03,Customer 1023,Home Office,India,Kochi,Maharashtra,South,Office Supplies,Binders,Product 373,179.83,3,0.0,14.66
ORD-101023,2025-07-24,Customer 1024,Home Office,India,Chennai,Rajasthan,South,Office Supplies,Paper,Product 122,241.42,7,0.0,21.81
ORD-101024,2023-09-01,Customer 1025,Corporate,India,Kolkata,Uttar Pradesh,North,Office Supplies,Pens,Product 343,1083.06,3,0.0,58.13
ORD-101025,2025-01-08,Customer 1026,Consumer,India,Chennai,West Bengal,West,Furniture,Chairs,Product 486,4070.76,6,0.1,185.21
ORD-101026,2024-03-04,Customer 1027,Home Office,India,Kolkata,Maharashtra,South,Office Supplies,Paper,Product 323,300.72,10,0.3,-0.47
ORD-101027,2022-09-12,Customer 1028,Consumer,India,Pune,Kerala,West,Office Supplies,Pens,Product 460,370.64,1,0.0,17.07
